,meshcode,linkno,geometry
0,513244,243,
1,513244,257,
2,513244,258,
3,513244,259,
4,513244,337,
5,513244,339,
6,513244,901,
7,513244,903,
8,513244,905,
9,513244,906,
10,513244,909,
11,513244,910,
12,513244,912,
13,513244,913,
14,513244,914,
15,513244,917,
16,513244,918,
17,513244,919,
18,513244,920,
19,513244,921,
20,513244,924,
21,513244,931,
22,513244,932,
23,513244,936,
24,513244,937,
25,513244,938,
26,513244,940,
27,513244,943,
28,513244,944,
29,513244,945,
30,513244,946,
31,513244,947,
32,513244,951,
33,513244,952,
34,513244,953,
35,513244,954,
36,513244,955,
37,513244,956,
38,513244,957,
39,513244,958,
40,513244,959,
41,513244,960,
42,513244,961,
43,513244,962,
44,513244,963,
45,513244,964,
46,513244,974,
47,513244,975,
48,513244,976,
49,513244,977,
50,513244,986,
51,513244,999,
52,513244,1005,
53,513244,1006,
54,513244,1007,
55,513244,1008,
56,513244,1009,
57,513244,1010,
58,513244,1012,
59,513244,1013,
60,513244,1014,
61,513244,1015,
62,513244,1029,
63,513244,1030,
64,513244,1031,
65,513244,1039,
66,513244,1043,
67,513244,1044,
68,513244,1045,
69,513244,1046,
70,513244,1050,
71,513244,1051,
72,513244,1054,
73,513244,1057,
74,513244,1058,
75,513244,1059,
76,513244,1060,
77,513244,1061,
78,513244,1062,
79,513244,1063,
80,513244,1064,
81,513244,1065,
82,513244,1067,
83,513244,1068,
84,513244,1069,
85,513244,1070,
86,513244,1071,
87,513244,1073,
88,513244,1089,
89,513244,1095,
90,513244,1096,
91,513244,1097,
92,513244,1099,
93,513244,1100,
94,513244,1101,
95,513244,1109,
96,513244,1110,
97,513244,1111,
98,513244,1123,
99,513244,1124,
100,513244,1125,
101,513244,1126,
102,513244,1127,
103,513244,1128,
104,513244,1129,
105,513244,1130,
106,513244,1131,
107,513244,1132,
108,513244,1137,
109,513244,1143,
110,513244,1144,
111,513244,1145,
112,513244,1146,
113,513244,1150,
114,513244,1151,
115,513244,1153,
116,513244,1154,
117,513244,1157,
118,513244,1159,
119,513244,1160,
120,513244,1161,
121,513244,1162,
122,513244,1163,
123,513244,1164,
124,513244,1165,
125,513244,1166,
126,513244,1167,
127,513244,1168,
128,513244,1169,
129,513244,1170,
130,513244,1171,
131,513244,1172,
132,513244,1173,
133,513244,1174,
134,513244,1175,
135,513244,1176,
136,513244,1177,
137,513244,1178,
138,513244,1179,
139,513244,1180,
140,513244,1181,
141,513244,1182,
142,513244,1183,
143,513244,1189,
144,513244,1207,
145,513244,1208,
146,513244,1209,
147,513244,1210,
148,513244,1211,
149,513244,1212,
150,513244,1213,
151,513244,1215,
152,513244,1216,
153,513244,1217,
154,513244,1218,
155,513244,1220,
156,513244,1221,
157,513244,1222,
158,513244,1223,
159,513244,1227,
160,513244,1228,
161,513244,1229,
162,513244,1230,
163,513244,1231,
164,513244,1232,
165,513244,1233,
166,513244,1236,
167,513244,1237,
168,513244,1240,
169,513244,1241,
170,513244,1242,
171,513244,1243,
172,513244,1244,
173,513244,1245,
174,513244,1246,
175,513244,1247,
176,513244,1248,
177,513244,1250,
178,513244,1251,
179,513244,1252,
180,513244,1261,
181,513244,1262,
182,513244,1263,
183,513244,1264,
184,513244,1265,
185,513244,1266,
186,513244,1267,
187,513244,1268,
188,513244,1269,
189,513244,1270,
190,513244,1277,
191,513244,1278,
192,513244,1279,
193,513244,1280,
194,513244,1281,
195,513244,1282,
196,513244,1288,
197,513244,1291,
198,513244,1294,
199,513244,1295,
200,513244,1298,
201,513244,1299,
202,513244,1300,
203,513244,1301,
204,513244,1303,
205,513244,1308,
206,513244,1309,
207,513244,1310,
208,513244,1311,
209,513244,1312,
210,513244,1313,
211,513244,1314,
212,513244,1315,
213,513244,1316,
214,513244,1318,
215,513244,1319,
216,513244,1320,
217,513244,1321,
218,513244,1322,
219,513244,1323,
220,513244,1324,
221,513244,1325,
222,513244,1326,
223,513244,1327,
224,513244,1328,
225,513244,1329,
226,513244,1333,
227,513244,1334,
228,513244,1338,
229,513244,1356,
230,513244,1357,
231,513244,1362,
232,513244,1363,
233,513244,1364,
234,513244,1365,
235,513244,1368,
236,513244,1369,
237,513244,1370,
238,513244,1371,
239,513244,1372,
240,513244,1373,
241,513244,1399,
242,513244,1401,
243,513244,1402,
244,513244,1403,
245,513244,1404,
246,513244,1405,
247,513244,1406,
248,513244,1407,
249,513244,1409,
250,513244,1410,
251,513244,1411,
252,513244,1412,
253,513244,1413,
254,513244,1414,
255,513244,1415,
256,513244,1419,
257,513244,1420,
258,513244,1425,
259,513244,1426,
260,513244,1427,
261,513244,1428,
262,513244,1429,
263,513244,1430,
264,513244,1431,
265,513244,1432,
266,513244,1433,
267,513244,1441,
268,513244,1442,
269,513244,1443,
270,513244,1444,
271,513244,1445,
272,513244,1446,
273,513244,1447,
274,513244,1453,
275,513244,1457,
276,513244,1458,
277,513244,1459,
278,513244,1462,
279,513244,1463,
280,513244,1464,
281,513244,1465,
282,513244,1466,
283,513244,1468,
284,513244,1469,
285,513244,1470,
286,513244,1471,
287,513244,1473,
288,513244,1474,
289,513244,1480,
290,513244,1481,
291,513244,1482,
292,513244,1483,
293,513244,1486,
294,513244,1487,
295,513244,1488,
296,513244,1489,
297,513244,1490,
298,513244,1491,
299,513244,1492,
300,513244,1493,
301,513244,1494,
302,513244,1495,
303,513244,1496,
304,513244,1497,
305,513244,1498,
306,513244,1499,
307,513244,1500,
308,513244,1514,
309,513244,1515,
310,513244,1536,
311,513244,1537,
312,513244,1546,
313,513244,1547,
314,513244,1548,
315,513244,1549,
316,513244,1557,
317,513244,1558,
318,513244,1559,
319,513244,1560,
320,513244,1561,
321,513244,1562,
322,513244,1563,
323,513244,1564,
324,513244,1565,
325,513244,1566,
326,513244,1567,
327,513244,1568,
328,513244,1569,
329,513244,1570,
330,513244,1574,
331,513244,1575,
332,513244,1576,
333,513244,1577,
334,513244,1578,
335,513244,1579,
336,513244,1580,
337,513244,1583,
338,513244,1584,
339,513244,1585,
340,513244,1586,
341,513244,1587,
342,513244,1588,
343,513244,1589,
344,513244,1590,
345,513244,1591,
346,513244,1592,
347,513244,1593,
348,513244,1594,
349,513244,1595,
350,513244,1597,
351,513244,1604,
352,513244,1678,
353,513244,1679,
354,513244,1680,
355,513244,1688,
356,513244,1689,
357,513244,1690,
358,513244,1691,
359,513244,1692,
360,513244,1693,
361,513244,1694,
362,513244,1695,
363,513244,1696,
364,513244,1697,
365,513244,1701,
366,513244,1702,
367,513244,1703,
368,513244,1712,
369,513244,1719,
370,513244,1722,
371,513244,1727,
372,513244,1728,
373,513244,1734,
374,513244,1739,
375,513244,1744,
376,513244,1748,
377,513244,1749,
378,513244,1750,
379,513244,1751,
380,513244,1752,
381,513244,1753,
382,513244,1754,
383,513244,1755,
384,513244,1756,
385,513244,1757,
386,513244,1758,
387,513244,1770,
388,513244,1773,
389,513244,1774,
390,513244,1776,
391,513244,1777,
392,513244,1778,
393,513244,1779,
394,513244,1780,
395,513244,1783,
396,513244,1784,
397,513244,1785,
398,513244,1787,
399,513244,1789,
400,513244,1790,
401,513244,1792,
402,513244,1794,
403,513244,1795,
404,513244,1796,
405,513244,1797,
406,513244,1798,
407,513244,1799,
408,513244,1800,
409,513244,1801,
410,513244,1802,
411,513244,1805,
412,513244,1806,
413,513244,1807,
414,513244,1808,
415,513244,1809,
416,513244,1810,
417,513244,1812,
418,513244,1813,
419,513244,1814,
420,513244,1815,
421,513244,1816,
422,513244,1817,
423,513244,1818,
424,513244,1821,
425,513244,1822,
426,513244,1823,
427,513244,1839,
428,513244,1840,
429,513244,1841,
430,513244,1845,
431,513244,1846,
432,513244,1847,
433,513244,1848,
434,513244,1854,
435,513244,1855,
436,513244,1870,
437,513244,1871,
438,513244,1872,
439,513244,1874,
440,513244,1881,
441,513244,1882,
442,513244,1883,
443,513244,1884,
444,513244,1885,
445,513244,1886,
446,513244,1893,
447,513244,1894,
448,513244,1895,
449,513244,1896,
450,513244,1897,
451,513244,1902,
452,513244,1903,
453,513244,1906,
454,513244,1907,
455,513244,1914,
456,513244,1915,
457,513244,1981,
