,meshcode,elcode,attrnmno,objectid,geometry
0,513244,44C000,0,4-32-26-5-1838669,"LINESTRING (477050892 123637868, 477051056 123636668, 477051220 123633902, 477051015 123627803, 477050729 123625269, 477050648 123624336, 477050607 123623603, 477050771 123622836)"
1,513244,44C000,0,4-32-26-5-1838672,"LINESTRING (477104843 123666999, 477104231 123666599, 477103372 123666165, 477099772 123664832, 477096745 123663532, 477092614 123661499, 477091345 123660965, 477089792 123660399, 477088278 123660099, 477086028 123660065, 477082878 123659832, 477081038 123659632)"
2,513244,44C000,0,4-32-26-5-1838675,"LINESTRING (477105457 123680197, 477106766 123679997, 477107298 123679797, 477107666 123679563, 477112411 123676131, 477113474 123675364, 477115601 123674131, 477117361 123673198, 477118301 123672831, 477118956 123672664, 477119242 123672631, 477119938 123672598, 477120428 123672464, 477121123 123672198, 477121450 123671998, 477121696 123671698, 477122310 123670899, 477122514 123670665, 477122800 123670399, 477123046 123670065, 477123700 123669532)"
3,513244,44C000,0,4-32-26-5-1838678,"LINESTRING (477134909 123664333, 477134581 123665266, 477134049 123666132, 477129304 123671665, 477126564 123674398, 477126155 123674964, 477125378 123676298, 477124805 123676964, 477124437 123677198, 477124232 123677264, 477123987 123677298, 477123537 123677431, 477123087 123677731, 477122882 123677898, 477121491 123679430, 477119732 123681163, 477115438 123682897, 477113433 123683397, 477111020 123683397, 477105457 123682830)"
4,513244,44C000,0,4-32-26-5-1838681,"LINESTRING (477119528 123686296, 477120510 123686629, 477122350 123690529, 477123331 123692729, 477123045 123694661, 477122309 123698861, 477121695 123700028, 477119487 123704060, 477118505 123705827, 477116132 123710259, 477111510 123718858)"
5,513244,44C000,0,4-32-26-5-1838684,"LINESTRING (477098461 123727824, 477098461 123728491, 477099606 123732590, 477099851 123733190, 477100751 123736256)"
6,513244,44C000,0,4-32-26-5-1838687,"LINESTRING (477063405 123714925, 477062465 123719391, 477061033 123723157, 477059928 123724456, 477058701 123725490, 477058415 123725956, 477058333 123726356, 477058210 123726656, 477057228 123727890, 477056615 123728723, 477055837 123730556, 477055060 123732722, 477054733 123734155, 477054487 123735589, 477054405 123736355, 477054365 123736989, 477054569 123737789, 477054855 123738489, 477055387 123739689, 477055755 123740189, 477056369 123740921, 477057718 123742421, 477058536 123743221)"
7,513244,44C000,0,4-32-26-5-1838690,"LINESTRING (477033791 123692694, 477033055 123693327, 477032032 123693894, 477031132 123694594, 477030273 123695027, 477029005 123695227, 477028350 123695394, 477026510 123696260, 477025692 123696626, 477024833 123696793, 477024220 123696626, 477022992 123696194, 477022010 123695894, 477020742 123695360)"
8,513244,44C000,0,4-32-26-5-1838693,"LINESTRING (477000820 123747053, 476993947 123746220)"
9,513244,44C000,0,4-32-26-5-1838696,"LINESTRING (477182723 123844912, 477182723 123843379, 477182232 123842313, 477181251 123840846, 477180637 123839680, 477179861 123838880, 477179452 123838580, 477178920 123838180, 477178183 123837913, 477176752 123837480, 477176342 123837380, 477175933 123837180, 477175565 123836913, 477175074 123835713, 477172988 123833780, 477172579 123833080, 477172742 123832346, 477173356 123831613, 477174215 123830913, 477174665 123829513, 477175033 123828713, 477175606 123827780, 477176342 123827113, 477176997 123826613, 477177570 123825813, 477177733 123825514, 477177652 123824781, 477177692 123823647, 477177652 123822747, 477177938 123820914, 477177897 123820681, 477177815 123820147, 477177774 123819814, 477178347 123815847, 477178347 123815281, 477178429 123814014, 477178511 123813681, 477178674 123813347, 477179861 123811847, 477179983 123811581, 477180638 123810514, 477181047 123810014, 477181497 123809848, 477182152 123809715, 477182683 123809748, 477182970 123809848, 477183256 123809848, 477183829 123809715, 477184115 123809448, 477184442 123809248, 477185342 123808848, 477185710 123808548, 477186323 123807848, 477187182 123806715, 477187632 123806282, 477188123 123805982, 477188941 123805615, 477190005 123805248, 477190987 123804815, 477192541 123803982, 477193769 123803215, 477194301 123802982, 477194751 123802883, 477195241 123802849, 477196101 123802983, 477197000 123802949, 477197531 123802849, 477198104 123802649, 477198718 123802283, 477198963 123802016, 477199168 123801583, 477199331 123801349, 477199904 123800849, 477200722 123800183, 477201581 123799449, 477201909 123799016, 477202236 123798283, 477202400 123797583, 477202440 123796649, 477202563 123795449, 477202850 123794616, 477203054 123793850, 477203381 123793384, 477204240 123792217, 477204854 123791517, 477205386 123791117, 477205836 123790350, 477206409 123789684, 477206981 123789050, 477207350 123788217, 477207554 123787417, 477207677 123786417, 477207595 123784985, 477207268 123783618, 477207104 123783085, 477207104 123782085, 477207022 123781418, 477206572 123780285, 477205877 123779051, 477204977 123777585, 477204281 123776318, 477203709 123775285, 477203750 123774386)"
