,meshcode,elcode,linkno,snodeno,enodeno,oneway,netlevel,attrnmno,objectid,geometry
0,513244,091112,2218,1634,1635,0,0,0,4-33-21-5-1722936,"LINESTRING (476996489 123617236, 476996816 123616569)"
1,513244,091112,2219,1636,1541,0,0,0,4-33-21-5-1722945,"LINESTRING (476997798 123623635, 476997226 123623802)"
2,513244,091112,2220,2353,2354,0,0,0,4-33-21-5-1722963,"LINESTRING (477031293 123758419, 477030761 123758319, 477030393 123759386, 477029207 123759152, 477029494 123758152, 477029167 123757986, 477028880 123757752, 477028717 123757452, 477028635 123757219)"
3,513244,091112,2221,2354,712,0,0,0,4-33-21-5-1722981,"LINESTRING (477028635 123757219, 477026548 123756519)"
4,513244,091112,2222,2378,662,0,0,0,4-33-21-5-1722999,"LINESTRING (477024708 123720423, 477024137 123721090)"
5,513244,091112,2223,2382,2383,0,0,0,4-33-21-5-1723017,"LINESTRING (477043729 123734955, 477043975 123734555, 477044261 123734255)"
6,513244,091112,2224,2388,2390,0,0,0,4-33-21-5-1723080,"LINESTRING (477002983 123879274, 477002737 123879740, 477002410 123880174, 477002328 123880340)"
7,513244,091112,2225,2429,2435,0,0,0,4-33-21-5-1723134,"LINESTRING (477323764 123859782, 477323559 123859382, 477323314 123859282, 477323273 123859282, 477323109 123859115, 477322168 123859448, 477322087 123859448)"
8,513244,091112,2226,2435,2431,0,0,0,4-33-21-5-1723152,"LINESTRING (477322087 123859448, 477321105 123859715)"
9,513244,091112,2227,2433,2430,0,0,0,4-33-21-5-1723170,"LINESTRING (477321759 123857548, 477321432 123857482, 477320164 123857848, 477319837 123857915, 477319182 123857848)"
10,513244,091112,2228,1387,2454,0,0,0,4-33-21-5-1723206,"LINESTRING (477314151 123849816, 477314274 123849983, 477313988 123850883, 477313947 123851182)"
11,513244,091112,2229,2459,2452,0,0,0,4-33-21-5-1723242,"LINESTRING (477319306 123850683, 477319060 123850516, 477318733 123850349, 477318324 123850283, 477317506 123850249)"
12,513244,091112,2230,2461,2458,0,0,0,4-33-21-5-1723251,"LINESTRING (477319959 123852016, 477320327 123852282, 477320614 123852615, 477320900 123853082, 477321023 123853248)"
13,513244,091112,2231,8114,2462,0,0,0,4-33-21-5-1723260,"LINESTRING (477323232 123850416, 477322782 123850416, 477322291 123850449, 477321637 123850716, 477321350 123850883)"
14,513244,091112,2232,2483,2480,0,0,0,4-33-21-5-1723305,"LINESTRING (477315540 123907043, 477315376 123906943, 477314967 123906610, 477314190 123906110, 477314067 123905977, 477313863 123905410, 477313781 123905277, 477313495 123905043, 477313167 123904743, 477313086 123904610)"
15,513244,091112,2233,2483,2484,0,0,0,4-33-21-5-1723314,"LINESTRING (477315540 123907043, 477315295 123907210, 477315131 123907310, 477315090 123907410, 477315090 123907510, 477315172 123907810, 477315131 123908010, 477315090 123908477, 477315008 123908643, 477314886 123908810, 477314681 123908976, 477314436 123909142, 477314354 123909276, 477314395 123909409, 477314395 123909542, 477314354 123909709, 477314231 123910009, 477314026 123910242, 477313945 123910376, 477313904 123910609, 477313945 123910842, 477313904 123911009, 477313781 123911242, 477313576 123911676)"
16,513244,091112,2234,2516,2518,0,0,0,4-33-21-5-1723350,"LINESTRING (477258112 123830383, 477257866 123830083, 477257907 123829783, 477257989 123829416)"
17,513244,091112,2235,2533,2536,0,0,0,4-33-21-5-1723368,"LINESTRING (477244900 123826783, 477244696 123826183)"
18,513244,091112,2236,2560,2561,0,0,0,4-33-21-5-1723467,"LINESTRING (477279260 123829184, 477279301 123828484)"
19,513244,091112,2237,2556,2571,0,0,0,4-33-21-5-1723476,"LINESTRING (477271815 123830683, 477272061 123830416)"
20,513244,091112,2238,2571,2572,0,0,0,4-33-21-5-1723494,"LINESTRING (477272061 123830416, 477272061 123829216)"
21,513244,091112,2239,2572,1633,0,0,0,4-33-21-5-1723503,"LINESTRING (477272061 123829216, 477272061 123828484)"
22,513244,091112,2240,2518,2515,0,0,0,4-33-21-5-1723512,"LINESTRING (477257989 123829416, 477258153 123828816, 477258316 123828516, 477258603 123828083)"
23,513244,091112,2241,2518,2575,0,0,0,4-33-21-5-1723521,"LINESTRING (477257989 123829416, 477257498 123829249, 477257171 123829183, 477256762 123828949, 477256148 123828549, 477255575 123829183, 477255166 123829016)"
24,513244,091112,2242,2611,2612,0,0,0,4-33-21-5-1723539,"LINESTRING (477252672 123790219, 477252754 123789752, 477252795 123789552, 477252754 123789319, 477252876 123788819, 477253040 123788486, 477253408 123788086)"
25,513244,091112,2243,2616,2618,0,0,0,4-33-21-5-1723566,"LINESTRING (477252999 123813784, 477253204 123813550, 477253531 123813150, 477254022 123812684)"
26,513244,091112,2244,1608,2624,0,0,0,4-33-21-5-1723575,"LINESTRING (477201827 123797649, 477202850 123797683)"
27,513244,091112,2245,2631,2633,0,0,0,4-33-21-5-1723620,"LINESTRING (477203218 123787550, 477203300 123787484, 477203300 123787384, 477203177 123787184, 477203054 123786917, 477202359 123786050, 477202277 123785884, 477202236 123785617, 477202154 123785484, 477202072 123785384, 477201622 123784917, 477201213 123784384, 477200927 123783984, 477200518 123783617)"
28,513244,091112,2246,2631,2634,0,0,0,4-33-21-5-1723629,"LINESTRING (477203218 123787550, 477202604 123787917, 477202440 123788050)"
29,513244,091112,2247,2642,2643,0,0,0,4-33-21-5-1723647,"LINESTRING (477213730 123777352, 477213894 123777219, 477214589 123776686)"
30,513244,091112,2249,2651,2635,0,0,0,4-33-21-5-1723665,"LINESTRING (477198759 123797749, 477198881 123797549)"
31,513244,091112,2250,2653,2652,0,0,0,4-33-21-5-1723710,"LINESTRING (477197001 123798216, 477197410 123798183)"
32,513244,091112,2251,2670,1025,0,0,0,4-33-21-5-1723901,"LINESTRING (477172538 123839845, 477172374 123839712, 477171474 123838545, 477171106 123838145, 477170942 123837779, 477170656 123837345, 477170533 123837145, 477170533 123837012, 477170738 123836413, 477170738 123835880, 477170861 123835013, 477170983 123834446, 477171024 123833280, 477171229 123833080)"
33,513244,091112,2252,2671,2672,0,0,0,4-33-21-5-1723919,"LINESTRING (477175361 123847012, 477175238 123846779, 477175197 123846112, 477175115 123845979, 477174542 123845679, 477174133 123845345, 477174052 123845279, 477174011 123845179)"
34,513244,091112,2253,2676,2697,0,0,0,4-33-21-5-1724000,"LINESTRING (477163171 123833746, 477163171 123833680, 477163334 123833246, 477163334 123833180, 477163048 123832680, 477163580 123832146, 477163662 123832013, 477163825 123831680, 477163907 123831313, 477163784 123830846, 477163784 123830746, 477163784 123830646, 477164030 123830280, 477164112 123830113, 477164234 123829780)"
35,513244,091112,2254,2697,2698,0,0,0,4-33-21-5-1724009,"LINESTRING (477164234 123829780, 477164112 123829746, 477163907 123829580, 477163621 123829246, 477163293 123829380, 477163007 123829546, 477162803 123829613, 477162557 123829613, 477161903 123829446)"
36,513244,091112,2255,2712,2715,0,0,0,4-33-21-5-1724054,"LINESTRING (477142882 123803882, 477142759 123803982, 477142636 123804282, 477142636 123804948)"
37,513244,091112,2256,2714,2712,0,0,0,4-33-21-5-1724063,"LINESTRING (477142186 123800782, 477142350 123801248, 477142391 123801315, 477142555 123801415, 477142595 123801448, 477142677 123801848, 477142759 123802282, 477143127 123802882, 477143168 123802982, 477143168 123803182, 477143086 123803548, 477143005 123803748, 477142882 123803882)"
38,513244,091112,2257,2693,2717,0,0,0,4-33-21-5-1724072,"LINESTRING (477196386 123815615, 477196590 123815515, 477197122 123815515)"
39,513244,091112,2258,2718,2717,0,0,0,4-33-21-5-1724090,"LINESTRING (477197122 123813848, 477197286 123814682, 477197327 123814915, 477197327 123815148, 477197122 123815515)"
40,513244,091112,2259,2722,7968,0,0,0,4-33-21-5-1724117,"LINESTRING (477192419 123812548, 477191355 123811848, 477190291 123811448, 477190046 123811382, 477189841 123811282, 477189719 123811182, 477189678 123811082, 477189678 123810882, 477189596 123810782, 477189391 123810682, 477189310 123810615, 477189228 123810515, 477189187 123810315, 477189146 123810048, 477189105 123809582)"
41,513244,091112,2260,2719,2720,0,0,0,4-33-21-5-1724135,"LINESTRING (477195855 123811382, 477195610 123811182, 477195241 123810848, 477194832 123810415, 477194751 123810248)"
42,513244,091112,2261,2694,2724,0,0,0,4-33-21-5-1724144,"LINESTRING (477182765 123812881, 477182683 123812614, 477182724 123812514, 477182847 123812281, 477183256 123811648, 477183297 123811082, 477183747 123810948, 477183829 123809915, 477184320 123809815, 477184361 123809748, 477184402 123809682, 477184279 123809148)"
43,513244,091112,2262,2724,1018,0,0,0,4-33-21-5-1724153,"LINESTRING (477184279 123809148, 477183338 123809348, 477181661 123809648, 477180761 123809947, 477180311 123810181, 477179697 123810681, 477179533 123810747, 477178961 123810947, 477178592 123811181, 477177570 123811814)"
44,513244,091112,2263,2709,2728,0,0,0,4-33-21-5-1724198,"LINESTRING (477136010 123806182, 477136174 123805948, 477136296 123805648, 477136337 123805315, 477136378 123804215, 477136542 123803682)"
45,513244,091112,2264,2725,2727,0,0,0,4-33-21-5-1724216,"LINESTRING (477140019 123803282, 477139856 123803215, 477139528 123803415, 477139324 123803682)"
46,513244,091112,2265,2725,2729,0,0,0,4-33-21-5-1724225,"LINESTRING (477140019 123803282, 477139896 123802715, 477139733 123802315, 477139406 123801682, 477139283 123801348, 477139160 123801282, 477138956 123801182, 477138710 123801148, 477137892 123801115, 477137769 123801082, 477137646 123801048, 477137565 123800982, 477137319 123800715)"
47,513244,091112,2266,2730,383,0,0,0,4-33-21-5-1724234,"LINESTRING (477128975 123800215, 477128566 123799515, 477128443 123799448, 477128320 123799382, 477127993 123799282, 477127666 123799215, 477127420 123799116, 477127338 123799049, 477127257 123798916, 477127297 123798483)"
