,Unnamed: 0,meshcode,nodeno,x,y,crosskind,tollgate,objectid,meshno,linkno,geometry
0,0,513244,1,132.50724,34.33658444444445,3,0,4-33-18-5-732595,5,108,
1,1,513244,2,132.5828338888889,34.33658611111111,3,0,4-33-18-5-733087,5,9396,
2,2,513244,3,132.5042513888889,34.33658444444445,3,0,4-33-18-5-733450,5,1639,
3,3,513244,4,132.58409527777778,34.33658611111111,3,0,4-33-18-5-733631,5,421,
4,4,513244,5,132.5720963888889,34.33658583333333,3,0,4-33-18-5-734781,5,1528,
5,5,513244,6,132.5760161111111,34.33658583333333,3,0,4-33-18-5-734788,5,1435,
6,6,513244,7,132.5765047222222,34.33658583333333,3,0,4-33-18-5-735017,5,2137,
7,7,513244,8,132.49802472222223,34.33658444444445,3,0,4-33-18-5-738350,5,6246,
8,8,513244,9,132.56634694444443,34.33658555555556,3,0,4-33-18-5-738364,5,4988,
9,9,513244,10,132.58850388888888,34.33658638888889,3,0,4-33-18-5-738369,5,7373,
10,10,513244,11,132.58495888888888,34.33658611111111,3,0,4-33-18-5-738379,5,4987,
11,11,513244,12,132.6162402777778,34.33658722222222,3,0,4-33-18-5-738389,5,8377,
12,12,513244,13,132.5961738888889,34.33658666666667,3,0,4-33-18-5-738425,5,7371,
13,13,513244,14,132.58075444444444,34.33658611111111,3,0,4-33-18-5-738457,5,7290,
14,14,513244,15,132.51673888888888,34.33658472222222,3,0,4-33-18-5-738737,5,974,
15,15,513244,16,132.51738666666665,34.33658472222222,3,0,4-33-18-5-738742,5,7190,
16,16,513244,17,132.53473666666667,34.336585,3,0,4-33-18-5-738752,5,5782,
17,17,513244,18,132.53679333333332,34.336585,3,0,4-33-18-5-738757,5,5307,
18,18,513244,19,132.5590063888889,34.33658555555556,3,0,4-33-18-5-738796,5,7191,
19,19,513244,20,132.57870944444446,34.33658611111111,3,0,4-33-18-5-738818,5,7288,
20,20,513244,21,132.5421677777778,34.336585,3,0,4-33-18-5-739093,5,343,
21,21,513244,22,132.53575944444444,34.336585,3,0,4-33-18-5-739107,5,5775,
22,22,513244,23,132.53615722222222,34.336585,3,0,4-33-18-5-739112,5,5770,
23,23,513244,24,132.54242916666666,34.336585,3,0,4-33-18-5-739117,5,7820,
24,24,513244,25,132.5391338888889,34.336585,3,0,4-33-18-5-739131,5,404,
25,25,513244,26,132.50745583333332,34.33658444444445,3,0,4-33-18-5-740027,5,33,
26,26,513244,27,132.5076375,34.33658444444445,3,0,4-33-18-5-740034,5,30,
27,27,513244,28,132.53506638888888,34.336585,3,0,4-33-18-5-745548,5,1903,
28,28,513244,29,132.54192916666668,34.336585,3,0,4-33-18-5-745553,5,3495,
29,29,513244,30,132.57734583333334,34.33658583333333,3,0,4-33-18-5-745610,5,5278,
30,30,513244,31,132.5059447222222,34.33661222222222,2,0,4-33-18-5-751792,5,2478,
31,31,513244,31,132.5059447222222,34.33661222222222,2,0,4-33-18-5-751792,5,10724,
32,32,513244,32,132.51643222222222,34.33658472222222,3,0,4-33-18-5-754270,5,3655,
33,33,513244,33,132.51593222222223,34.33658472222222,3,0,4-33-18-5-754375,5,2480,
34,34,513244,34,132.51856833333332,34.33658472222222,3,0,4-33-18-5-754935,5,3657,
35,35,513244,35,132.55840444444445,34.33658555555556,3,0,4-33-18-5-754975,5,3940,
36,36,513244,36,132.51946611111111,34.33658472222222,3,0,4-33-18-5-755635,5,2690,
37,37,513244,37,132.57401638888888,34.33658583333333,3,0,4-33-18-5-756550,5,4206,
38,38,513244,38,132.57318694444444,34.33658583333333,3,0,4-33-18-5-756555,5,2586,
39,39,513244,39,132.57573194444444,34.33658583333333,3,0,4-33-18-5-756947,5,4038,
40,40,513244,40,132.57990222222222,34.33658611111111,3,0,4-33-18-5-756972,5,4057,
41,41,513244,41,132.58707222222222,34.33658638888889,3,0,4-33-18-5-757397,5,4204,
42,42,513244,42,132.58831083333334,34.33658638888889,3,0,4-33-18-5-757417,5,4203,
43,43,513244,43,132.59081055555555,34.336623333333335,1,0,4-33-18-5-757697,5,4065,
44,44,513244,43,132.59081055555555,34.336623333333335,1,0,4-33-18-5-757697,5,10725,
45,45,513244,43,132.59081055555555,34.336623333333335,1,0,4-33-18-5-757697,5,10782,
46,46,513244,44,132.5930488888889,34.33658638888889,3,0,4-33-18-5-757792,5,4099,
47,47,513244,45,132.59573055555555,34.33658666666667,3,0,4-33-18-5-757812,5,4202,
48,48,513244,46,132.598185,34.33658666666667,3,0,4-33-18-5-757877,5,2585,
49,49,513244,47,132.59432166666667,34.33658666666667,3,0,4-33-18-5-757947,5,4098,
50,50,513244,48,132.5873675,34.33658638888889,3,0,4-33-18-5-757957,5,4204,
51,51,513244,49,132.58559527777777,34.33658611111111,3,0,4-33-18-5-757972,5,2624,
52,52,513244,50,132.58602666666667,34.33658611111111,3,0,4-33-18-5-757977,5,2625,
53,53,513244,51,132.5833563888889,34.33658611111111,3,0,4-33-18-5-757987,5,4067,
54,54,513244,52,132.58252694444445,34.33658611111111,3,0,4-33-18-5-757992,5,4060,
55,55,513244,53,132.56568777777778,34.33669666666667,2,0,4-33-18-5-758027,5,4207,
56,56,513244,53,132.56568777777778,34.33669666666667,2,0,4-33-18-5-758027,5,9582,
57,57,513244,54,132.4974797222222,34.33826,3,0,4-33-18-5-1192544,5,1297,
58,58,513244,55,132.4974777777778,34.37967166666667,3,0,4-33-18-5-1202269,5,9263,
59,59,513244,56,132.4974775,34.3895225,3,0,4-33-18-5-1202281,5,8704,
60,60,513244,57,132.49747722222222,34.39836416666667,3,0,4-33-18-5-1203162,5,1417,
61,61,513244,58,132.4974777777778,34.383384444444445,3,0,4-33-18-5-1203176,5,10090,
62,62,513244,59,132.49756888888888,34.372552222222225,2,0,4-33-18-5-1221443,5,1819,
63,63,513244,59,132.49756888888888,34.372552222222225,2,0,4-33-18-5-1221443,5,10728,
