,meshcode,elcode,linkno,snodeno,enodeno,oneway,netlevel,attrnmno,objectid,geometry
0,513244,021513,3,98,100,1,6,3,4-33-21-5-1677568,"LINESTRING (477051741 123903539, 477051905 123903206, 477052069 123902673, 477052110 123902506)"
1,513244,021513,4,3480,98,1,6,4,4-33-21-5-1677587,"LINESTRING (477051864 123902506, 477051782 123902906, 477051741 123903206, 477051741 123903539)"
2,513244,021513,5,99,3480,1,6,5,4-33-21-5-1677609,"LINESTRING (477052723 123891340, 477052641 123892640, 477052723 123894539, 477052600 123896239, 477052396 123897139, 477052191 123898406, 477052150 123898839, 477052069 123900806, 477052069 123901306, 477051864 123902506)"
3,513244,021513,6,6007,3474,1,6,6,4-33-21-5-1677631,"LINESTRING (477053910 123897039, 477054196 123896539, 477054196 123896206, 477054196 123895906, 477053991 123895273, 477053705 123894606, 477053623 123894339, 477053582 123894106, 477053541 123893307, 477053214 123891640)"
4,513244,022243,7,3439,3440,1,6,7,4-33-21-5-1677694,"LINESTRING (477053011 123881475, 477052970 123879941, 477052847 123878975, 477052642 123878108, 477052397 123877275, 477051661 123875541, 477050679 123873875)"
5,513244,022223,8,3475,3487,1,6,8,4-33-21-5-1677736,"LINESTRING (477064954 123909938, 477064463 123909472)"
6,513244,022213,9,3488,3486,1,6,9,4-33-21-5-1677757,"LINESTRING (477062909 123908605, 477065690 123911005)"
7,513244,022213,10,3487,3489,1,6,10,4-33-21-5-1677776,"LINESTRING (477064463 123909472, 477063113 123908338)"
8,513244,022223,11,3490,3488,1,6,11,4-33-21-5-1677795,"LINESTRING (477059840 123906238, 477062909 123908605)"
9,513244,022213,12,99,3490,1,6,12,4-33-21-5-1677816,"LINESTRING (477052723 123891340, 477053091 123894606, 477053337 123896839, 477053500 123897506, 477053746 123898606, 477054032 123899539, 477054360 123900273, 477054687 123901006, 477054932 123901406, 477055791 123902673, 477056691 123903673, 477057468 123904473, 477058163 123905072, 477059840 123906238)"
10,513244,022223,13,3489,3491,1,6,13,4-33-21-5-1677854,"LINESTRING (477063113 123908338, 477060004 123905972)"
11,513244,022213,14,3492,3439,1,6,14,4-33-21-5-1677875,"LINESTRING (477052806 123884107, 477053011 123881475)"
12,513244,022213,15,3474,3493,1,6,15,4-33-21-5-1677894,"LINESTRING (477053214 123891640, 477052887 123889607, 477052642 123886440)"
13,513244,022223,16,3493,3492,1,6,16,4-33-21-5-1677913,"LINESTRING (477052642 123886440, 477052806 123884107)"
14,513244,022213,17,3494,99,1,6,17,4-33-21-5-1677934,"LINESTRING (477052070 123886974, 477052396 123888574, 477052723 123891340)"
15,513244,022223,18,3495,3494,1,6,18,4-33-21-5-1677953,"LINESTRING (477050842 123884140, 477051456 123885274, 477051742 123885907, 477052070 123886974)"
16,513244,022213,19,3440,3496,1,6,19,4-33-21-5-1677974,"LINESTRING (477050679 123873875, 477050188 123872709, 477049942 123871976, 477049820 123871509, 477049574 123870342)"
17,513244,022213,20,4358,3495,1,6,20,4-33-21-5-1678095,"LINESTRING (477049942 123874775, 477050024 123875208, 477050024 123876041, 477049942 123876508, 477049779 123877841, 477049574 123879141, 477049533 123880075, 477049615 123881008, 477049738 123881541, 477049942 123882275, 477050842 123884140)"
18,513244,022513,7602,188,6622,1,6,860,4-33-21-287-3162791,"LINESTRING (477018855 123858609, 477019428 123858376, 477019715 123858209)"
19,513244,022513,7608,6630,188,1,6,863,4-33-21-287-3162802,"LINESTRING (477019551 123858009, 477019265 123858176, 477018855 123858609)"
20,513244,021513,7616,100,6633,1,6,865,4-33-21-97-7893679,"LINESTRING (477052110 123902506, 477052232 123901873, 477052355 123901273, 477052355 123900573, 477052396 123899539, 477052396 123898939, 477052519 123898573, 477052600 123898306, 477052846 123898006, 477053214 123897706)"
21,513244,021543,7621,6633,6007,1,6,868,4-33-21-5-1677650,"LINESTRING (477053214 123897706, 477053910 123897039)"
22,513244,022223,7731,3498,6690,1,6,895,4-33-21-557-8261518,"LINESTRING (477046630 123865276, 477047489 123866209, 477047857 123866676, 477048225 123867342, 477048471 123867942, 477048797 123868709, 477048879 123869142)"
23,513244,022223,7742,6698,3497,1,6,899,4-33-21-557-8261531,"LINESTRING (477049288 123869076, 477048920 123868009, 477048552 123867176, 477048225 123866576, 477047775 123865942, 477047325 123865409)"
24,513244,022213,7745,3496,6698,1,6,902,4-33-21-5-1677993,"LINESTRING (477049574 123870342, 477049288 123869076)"
25,513244,022213,7749,6690,4358,1,6,905,4-33-21-5-1678014,"LINESTRING (477048879 123869142, 477049083 123870276, 477049574 123872476, 477049942 123874775)"
26,513244,022513,7753,6622,3105,1,6,906,4-33-21-521-51468606,"LINESTRING (477019715 123858209, 477020573 123857742, 477021554 123857142, 477022004 123856942)"
27,513244,022513,7759,3507,6630,1,6,908,4-33-21-521-51468616,"LINESTRING (477022700 123856010, 477021104 123856976, 477019551 123858009)"
